version	tax_id	scientific_name	last_updated	base_count	accession
1	28584	Drosophila suzukii	2020-06-14	42000412	GCA_013340185
2	67534	Drosophila triauraria	2025-11-26	195275685	GCA_014170255
1	67534	Drosophila triauraria	2020-08-12	198798533	GCA_014170255
2	1486046	Drosophila subpulchrella	2020-11-04	270691342	GCA_014743375
1	1486046	Drosophila subpulchrella	2020-10-01	276444044	GCA_014743375
1	7227	Drosophila melanogaster	2023-01-29	149104628	GCA_015832445
1	7227	Drosophila melanogaster	2023-01-29	167833895	GCA_015852585
2	7243	Drosophila teissieri	2023-02-07	149510488	GCA_016746235
1	7243	Drosophila teissieri	2021-01-25	149399958	GCA_016746235
2	129105	Drosophila santomea	2021-08-02	146816533	GCA_016746245
1	129105	Drosophila santomea	2021-01-25	146797993	GCA_016746245
2	7245	Drosophila yakuba	2021-07-29	150020076	GCA_016746335
1	7245	Drosophila yakuba	2021-01-25	150022392	GCA_016746335
2	7245	Drosophila yakuba	2021-08-02	147899121	GCA_016746365
1	7245	Drosophila yakuba	2021-01-25	147899153	GCA_016746365
2	7240	Drosophila simulans	2021-10-04	131682525	GCA_016746395
1	7240	Drosophila simulans	2026-02-12	131682453	GCA_016746395
1	7291	Drosophila albomicans	2022-12-24	146749603	GCA_016746445
2	42062	Drosophila nasuta	2021-06-23	154476844	GCA_016747895
1	42062	Drosophila nasuta	2021-01-25	145640604	GCA_016747895
1	7244	Drosophila virilis	2021-02-23	182302857	GCA_016920725
1	42062	Drosophila nasuta	2021-03-04	123353316	GCA_017165715
2	7217	Drosophila ananassae	2021-09-22	213833366	GCA_017639315
1	7217	Drosophila ananassae	2021-09-22	234444577	GCA_017639315
1	42062	Drosophila nasuta	2021-04-27	145490542	GCA_018142975
1	42062	Drosophila nasuta	2021-04-27	139427840	GCA_018144315
1	7217	Drosophila ananassae	2023-02-02	173940550	GCA_018148915
1	125945	Drosophila biarmipes	2026-02-12	185318521	GCA_018148935
1	1486046	Drosophila subpulchrella	2023-02-02	268084998	GCA_018150325
1	46790	Drosophila equinoxialis	2023-02-02	221733993	GCA_018150345
1	30047	Drosophila sturtevanti	2023-02-02	172592868	GCA_018150375
1	30050	Drosophila varians	2023-02-02	143042420	GCA_018150405
1	42063	Drosophila ercepeae	2023-02-02	178957960	GCA_018150545
1	1870888	Drosophila oshimai	2023-02-02	181013079	GCA_018150695
1	387621	Drosophila quadrilineata	2023-02-02	202639777	GCA_018150725
1	2872179	Drosophila sp. 14030-0761.01	2023-02-02	190454766	GCA_018150735
1	46791	Drosophila sucinea	2023-02-02	184689537	GCA_018150745
1	170952	Drosophila repletoides	2023-02-02	181448104	GCA_018150835
1	7284	Drosophila tristis	2023-02-02	158167647	GCA_018150885
1	7216	Drosophila ambigua	2023-02-02	161264264	GCA_018150905
1	312270	Drosophila pruinosa	2023-02-02	201065926	GCA_018150935
1	46794	Drosophila tropicalis	2024-09-10	211041385	GCA_018151085
1	67534	Drosophila triauraria	2023-02-02	199822644	GCA_018151095
1	7282	Drosophila obscura	2021-04-27	179834232	GCA_018151105
1	30017	Drosophila arawakana	2023-02-02	171389560	GCA_018151165
1	30042	Drosophila prosaltans	2023-02-02	214135114	GCA_018151275
1	46793	Drosophila paulistorum	2023-02-02	256833452	GCA_018151315
1	74549	Drosophila bocqueti	2023-02-02	173041441	GCA_018151655
1	1041015	Drosophila rhopaloa	2021-05-09	193508231	GCA_018152115
1	133979	Drosophila dunni	2023-02-03	177495819	GCA_018152125
1	46793	Drosophila paulistorum	2023-02-02	321171226	GCA_018152135
1	7250	Drosophila immigrans	2023-02-03	163691436	GCA_018152165
1	111875	Drosophila jambulina	2023-02-02	179653633	GCA_018152175
1	30025	Drosophila ficusphila	2021-05-09	167832931	GCA_018152265
1	2789720	Drosophila carrolli	2023-02-02	231219246	GCA_018152295
1	30023	Drosophila elegans	2021-05-09	178445117	GCA_018152505
1	30033	Drosophila kikkawai	2021-05-09	188799863	GCA_018152535
1	29030	Drosophila takahashii	2021-05-09	165528346	GCA_018152695
1	40366	Drosophila americana	2023-02-03	183572841	GCA_018152915
1	65965	Drosophila pseudoananassae pseudoananassae	2023-02-03	193740970	GCA_018153035
1	67533	Drosophila rufa	2023-02-03	208439571	GCA_018153105
1	296643	Drosophila pseudoananassae nigrens	2023-02-03	187675720	GCA_018153145
1	195057	Drosophila malerkotliana malerkotliana	2023-02-03	191313204	GCA_018153235
1	296644	Drosophila malerkotliana pallens	2023-02-03	191125583	GCA_018153275
1	7222	Drosophila grimshawi	2021-05-09	191382978	GCA_018153295
1	1395515	Drosophila kurseongensis	2023-02-03	206440819	GCA_018153305
1	65963	Drosophila fuyamai	2023-02-03	229100662	GCA_018153365
1	7250	Drosophila immigrans	2023-02-03	183277074	GCA_018153375
1	186283	Drosophila parabipectinata	2023-02-03	209862113	GCA_018153455
1	7260	Drosophila willistoni	2023-02-03	185633892	GCA_018153465
1	7244	Drosophila virilis	2023-02-03	168156934	GCA_018153695
1	7230	Drosophila mojavensis	2021-05-09	163170721	GCA_018153725
1	29029	Drosophila eugracilis	2021-05-09	164811307	GCA_018153835
1	42026	Drosophila bipectinata	2021-05-09	192393922	GCA_018153845
1	42062	Drosophila nasuta	2021-04-27	144991098	GCA_018153855
1	67534	Drosophila triauraria	2021-06-13	163945578	GCA_018874315
1	34677	Drosophila tsacasi	2021-06-13	119609603	GCA_018874335
1	34677	Drosophila tsacasi	2021-06-13	152543408	GCA_018874355
1	67534	Drosophila triauraria	2021-06-13	170028100	GCA_018874375
1	67534	Drosophila triauraria	2021-06-13	157499634	GCA_018874385
1	67534	Drosophila triauraria	2021-06-13	165485766	GCA_018874415
1	67534	Drosophila triauraria	2021-06-13	164977290	GCA_018874435
1	94110	Drosophila trapezifrons	2021-06-13	151600198	GCA_018874455
1	30035	Drosophila malagassya	2021-06-13	143663510	GCA_018874475
1	114631	Drosophila greeni	2021-06-13	112789423	GCA_018874515
1	1084936	Drosophila fengkainensis	2021-06-13	158250599	GCA_018874535
1	137354	Drosophila barbarae	2021-06-13	113181336	GCA_018874595
1	61426	Drosophila diplacantha	2021-06-13	117734998	GCA_018874655
1	137353	Drosophila baimaii	2021-06-13	175823710	GCA_018874675
1	47315	Drosophila auraria	2021-06-13	150759401	GCA_018874695
1	47315	Drosophila auraria	2021-06-13	196547983	GCA_018874715
1	47315	Drosophila auraria	2021-06-13	161783169	GCA_018874775
1	2796246	Drosophila sp. st01m	2023-02-05	127210605	GCA_018901795
1	7221	Drosophila funebris	2023-02-05	154245976	GCA_018901825
2	7260	Drosophila willistoni	2022-02-17	246985538	GCA_018902025
1	7260	Drosophila willistoni	2021-06-15	247196087	GCA_018902025
1	7260	Drosophila willistoni	2023-02-06	244851387	GCA_018903445
1	47316	Drosophila littoralis	2023-02-06	236786485	GCA_018903485
1	7241	Drosophila subobscura	2023-02-06	136896320	GCA_018903505
1	7273	Drosophila saltans	2023-02-06	249306946	GCA_018903575
1	30039	Drosophila neocordata	2023-02-06	194830689	GCA_018903615
1	7243	Drosophila teissieri	2023-02-06	152423477	GCA_018903625
1	7243	Drosophila teissieri	2023-02-06	144692533	GCA_018903635
1	133981	Drosophila cardini	2023-02-06	181105816	GCA_018903735
1	30043	Drosophila repleta	2023-02-06	154011936	GCA_018903745
1	2789722	Drosophila aff. chauvacae BK-2020	2023-02-06	212108578	GCA_018903765
1	46792	Drosophila insularis	2023-02-06	212411654	GCA_018903935
1	48335	Drosophila murphyi	2023-02-06	153852709	GCA_018904325
1	7289	Drosophila sproati	2023-02-06	138134348	GCA_018904355
1	7227	Drosophila melanogaster	2023-02-06	144706421	GCA_018904365
1	7245	Drosophila yakuba	2023-02-06	151310448	GCA_018904385
1	7240	Drosophila simulans	2023-02-06	133569011	GCA_018904415
1	7238	Drosophila sechellia	2023-02-06	147903942	GCA_018904445
1	7237	Drosophila pseudoobscura	2023-02-06	149802618	GCA_018904455
1	7234	Drosophila persimilis	2023-02-06	152810519	GCA_018904465
1	7226	Drosophila mauritiana	2023-02-06	130134090	GCA_018904475
1	7220	Drosophila erecta	2023-02-06	135657613	GCA_018904525
1	34677	Drosophila tsacasi	2021-06-15	144985661	GCA_018904565
1	137077	Drosophila parvula	2021-06-15	143573646	GCA_018904695
1	67534	Drosophila triauraria	2021-06-15	161670540	GCA_018904715
1	137076	Drosophila orosa	2021-06-15	142361551	GCA_018904745
1	307244	Drosophila ogumai	2021-06-15	134345277	GCA_018904815
1	154833	Drosophila chauvacae	2021-06-15	133641973	GCA_018905695
1	74550	Drosophila lini	2021-06-15	133806944	GCA_018905715
1	137355	Drosophila burlai	2021-06-15	140006010	GCA_018905735
1	307242	Drosophila ohnishii	2021-06-15	133626863	GCA_018905755
1	74549	Drosophila bocqueti	2021-06-15	134382429	GCA_018905785
1	47315	Drosophila auraria	2021-06-15	156061501	GCA_018905815
1	103765	Drosophila bocki	2021-06-15	139174535	GCA_018905835
1	2793621	Drosophila anomelani	2021-06-15	137208091	GCA_018905855
1	42062	Drosophila nasuta	2021-09-13	145165076	GCA_019969175
1	47314	Drosophila novamexicana	2021-09-13	173633261	GCA_019972335
1	88883	Drosophila kohkoa	2021-09-13	170668061	GCA_019972355
1	40372	Drosophila americana texana	2024-10-22	165405863	GCA_019972375
1	40366	Drosophila americana	2021-09-13	177534117	GCA_019972395
1	7291	Drosophila albomicans	2021-09-13	182697126	GCA_019972415
1	42062	Drosophila nasuta	2021-09-13	173158203	GCA_019972435
1	7227	Drosophila melanogaster	2023-02-09	138088682	GCA_020141485
1	7227	Drosophila melanogaster	2023-02-09	141070179	GCA_020141495
1	7227	Drosophila melanogaster	2023-02-09	139166565	GCA_020141505
1	7227	Drosophila melanogaster	2023-02-09	136665331	GCA_020141515
1	7227	Drosophila melanogaster	2023-02-09	142579876	GCA_020141575
1	7227	Drosophila melanogaster	2023-02-09	143737500	GCA_020141585
1	7227	Drosophila melanogaster	2023-02-09	142408277	GCA_020141595
1	7227	Drosophila melanogaster	2023-02-09	137008987	GCA_020141625
1	7227	Drosophila melanogaster	2023-02-09	141901088	GCA_020141655
1	7227	Drosophila melanogaster	2023-02-09	143998669	GCA_020141665
1	7227	Drosophila melanogaster	2023-02-09	141210837	GCA_020141675
1	7227	Drosophila melanogaster	2023-02-09	144755542	GCA_020141705
1	7227	Drosophila melanogaster	2023-02-09	136866951	GCA_020141735
1	7227	Drosophila melanogaster	2023-02-09	143471580	GCA_020141745
1	7227	Drosophila melanogaster	2023-02-09	139990507	GCA_020141765
1	7227	Drosophila melanogaster	2023-02-09	138700552	GCA_020141795
1	7227	Drosophila melanogaster	2023-02-09	138463216	GCA_020141815
1	7227	Drosophila melanogaster	2023-02-09	147981208	GCA_020141835
1	7227	Drosophila melanogaster	2023-02-09	140908085	GCA_020141845
1	7227	Drosophila melanogaster	2023-02-09	141117495	GCA_020141855
1	7227	Drosophila melanogaster	2023-02-09	138154812	GCA_020141875
1	7227	Drosophila melanogaster	2023-02-09	143856312	GCA_020141925
1	7227	Drosophila melanogaster	2023-02-09	137103268	GCA_020141935
1	7227	Drosophila melanogaster	2023-02-09	148444435	GCA_020141955
1	7227	Drosophila melanogaster	2023-02-09	138734501	GCA_020141985
1	7227	Drosophila melanogaster	2023-02-09	140921016	GCA_020142005
1	7227	Drosophila melanogaster	2023-02-09	142125391	GCA_020142025
1	7227	Drosophila melanogaster	2023-02-09	143505252	GCA_020142045
1	7227	Drosophila melanogaster	2023-02-09	138295947	GCA_020142055
1	7227	Drosophila melanogaster	2023-02-09	138116188	GCA_020142085
1	7227	Drosophila melanogaster	2023-02-09	141343829	GCA_020142105
1	7227	Drosophila melanogaster	2023-02-09	135269293	GCA_020169495
2	7234	Drosophila persimilis	2025-01-31	160382297	GCA_020698555
1	7234	Drosophila persimilis	2023-02-12	160643447	GCA_020698555
1	46245	Drosophila pseudoobscura pseudoobscura	2023-02-12	162474015	GCA_020698565
1	133975	Drosophila nigrodunni	2021-11-10	145305457	GCA_020829145
1	133979	Drosophila dunni	2021-11-10	148924934	GCA_020829155
1	103845	Drosophila nannoptera	2021-11-18	134504500	GCA_020883555
1	103846	Drosophila pachea	2021-11-18	127516150	GCA_020883565
1	46829	Drosophila birchii	2021-12-17	162256393	GCA_021223725
1	244254	Drosophila bunnanda	2021-12-17	156309106	GCA_021223745
1	42026	Drosophila bipectinata	2021-12-17	173415174	GCA_021223765
1	7250	Drosophila immigrans	2021-12-18	167497717	GCA_021223785
1	111875	Drosophila jambulina	2021-12-18	174920154	GCA_021223805
1	2848634	Drosophila ironensis	2021-12-18	144278514	GCA_021223825
1	65964	Drosophila pseudoananassae	2021-12-18	185693881	GCA_021223845
1	1867034	Drosophila pandora	2021-12-18	181393585	GCA_021223865
1	7274	Drosophila serrata	2021-12-18	169440204	GCA_021223895
1	30033	Drosophila kikkawai	2021-12-18	170548708	GCA_021223915
1	193234	Drosophila pseudotakahashii	2021-12-18	185796206	GCA_021223935
1	30044	Drosophila rubida	2021-12-17	137777123	GCA_021223945
1	88886	Drosophila sulfurigaster	2021-12-18	158690976	GCA_021223965
1	2848635	Drosophila setifemur	2021-12-18	155894680	GCA_021224005
1	7217	Drosophila ananassae	2022-04-04	124975838	GCA_022817805
1	7227	Drosophila melanogaster	2022-04-04	109626683	GCA_022817885
1	7217	Drosophila ananassae	2022-04-04	129050530	GCA_022817985
1	41375	Drosophila koepferae	2022-05-15	169139524	GCA_023375715
2	89887	Drosophila sulfurigaster albostrigata	2023-12-19	168267084	GCA_023558435
1	89887	Drosophila sulfurigaster albostrigata	2023-11-01	168284230	GCA_023558435
1	88884	Drosophila pallidifrons	2025-11-27	164659715	GCA_023558445
1	88882	Drosophila kepulauana	2025-11-27	163769021	GCA_023558455
2	89888	Drosophila sulfurigaster bilimbata	2024-10-22	164585956	GCA_023558465
1	89888	Drosophila sulfurigaster bilimbata	2023-11-01	164595183	GCA_023558465
1	89890	Drosophila sulfurigaster sulfurigaster	2023-11-01	165884258	GCA_023558475
2	42062	Drosophila nasuta	2023-12-19	171766801	GCA_023558535
1	42062	Drosophila nasuta	2023-02-18	171781232	GCA_023558535
1	7227	Drosophila melanogaster	2023-02-20	177196300	GCA_024500395
1	7271	Drosophila nebulosa	2023-02-21	176642184	GCA_024703675
1	103775	Drosophila gunungcola	2022-09-14	189859453	GCA_025200985
1	125945	Drosophila biarmipes	2022-09-15	193597863	GCA_025231255
2	7227	Drosophila melanogaster	2023-05-02	190945152	GCA_026123175
1	7227	Drosophila melanogaster	2022-11-10	139384901	GCA_026123175
1	7224	Drosophila hydei	2023-01-06	141517144	GCA_027580165
2	30033	Drosophila kikkawai	2024-11-20	188497101	GCA_030179895
1	30033	Drosophila kikkawai	2023-06-12	188508528	GCA_030179895
2	42026	Drosophila bipectinata	2024-11-20	191877550	GCA_030179905
1	42026	Drosophila bipectinata	2023-06-12	193853077	GCA_030179905
2	29030	Drosophila takahashii	2024-11-20	195929306	GCA_030179915
1	29030	Drosophila takahashii	2023-06-12	197702814	GCA_030179915
1	7217	Drosophila ananassae	2025-11-30	213920045	GCA_030555595
1	40366	Drosophila americana	2023-08-16	230061516	GCA_030770555
1	47314	Drosophila novamexicana	2023-08-20	177223868	GCA_030788195
1	40366	Drosophila americana	2023-08-20	203011843	GCA_030788265
1	7244	Drosophila virilis	2024-11-19	189440335	GCA_030788295
1	41375	Drosophila koepferae	2023-08-27	166997023	GCA_030914325
1	95451	Drosophila borborema	2023-08-27	177073319	GCA_030914335
1	41375	Drosophila koepferae	2023-08-27	169419899	GCA_030914345
1	198036	Drosophila antonietae	2023-08-27	154329146	GCA_030914385
1	95109	Drosophila americana americana	2024-10-16	160778105	GCA_031770185
1	7227	Drosophila melanogaster	2023-12-29	141741842	GCA_034768405
1	46822	Drosophila crucigera	2024-04-17	135527899	GCA_035041335
1	504579	Drosophila conformis	2024-04-17	139250349	GCA_035041375
1	3079896	Drosophila cognata	2024-04-17	137070401	GCA_035041535
1	499226	Drosophila colorata	2024-04-17	186555075	GCA_035041545
1	48352	Drosophila basisetae	2024-04-17	135378084	GCA_035041595
1	937262	Drosophila atroscutellata	2024-04-17	132412710	GCA_035041605
1	504576	Drosophila anomalipes	2024-04-17	146409276	GCA_035041615
1	7247	Drosophila algonquin	2024-04-17	169371931	GCA_035041765
1	251466	Drosophila melanosoma	2024-04-17	133326707	GCA_035042045
1	46811	Drosophila macrothrix	2024-04-17	136888118	GCA_035042055
1	251466	Drosophila melanosoma	2024-04-17	133151279	GCA_035042065
1	434062	Drosophila macrospina	2024-04-17	143056594	GCA_035042075
1	251450	Drosophila longiperda	2024-04-17	134214776	GCA_035042125
1	937293	Drosophila kokeensis	2024-04-17	137360078	GCA_035042145
1	42027	Drosophila kuntzei	2024-04-17	171842688	GCA_035042165
1	504587	Drosophila kambysellisi	2024-04-17	150025887	GCA_035042185
1	46809	Drosophila infuscata	2024-04-17	154366779	GCA_035042205
1	937289	Drosophila incognita	2024-04-17	139501700	GCA_035042225
1	32382	Drosophila heteroneura	2024-04-17	138224102	GCA_035042245
1	504586	Drosophila imparisetae	2024-04-17	136547319	GCA_035042265
1	48348	Drosophila glabriapex	2024-04-17	135524161	GCA_035042305
1	251465	Drosophila fungiperda	2024-04-17	132210884	GCA_035042345
1	2839931	Drosophila dives	2024-04-17	136012669	GCA_035042365
1	46797	Drosophila engyochracea	2024-04-17	135440990	GCA_035042385
1	3079897	Drosophila demipolita	2024-04-17	132248857	GCA_035042405
1	3079898	Drosophila flavopinicola	2024-04-17	172425878	GCA_035042425
1	46895	Drosophila cyrtoloma	2024-04-17	150463076	GCA_035042485
1	937273	Drosophila cracens	2024-04-17	138294686	GCA_035042505
1	48324	Drosophila villosipedis	2024-04-17	134572475	GCA_035043025
1	46828	Drosophila yooni	2024-04-17	136222105	GCA_035043035
1	937323	Drosophila trichaetosa	2024-04-17	136293721	GCA_035043205
1	38838	Drosophila testacea	2024-04-17	164006772	GCA_035043265
1	46827	Drosophila tanythrix	2024-04-17	145162732	GCA_035043275
1	7239	Drosophila subsilvestris	2024-04-17	162766176	GCA_035043285
1	937319	Drosophila sordidapex	2024-04-17	139085443	GCA_035043295
1	47010	Drosophila silvestris	2024-04-17	139847703	GCA_035043445
1	46817	Drosophila setosimentum	2024-04-17	136911074	GCA_035043505
1	7257	Drosophila robusta	2024-04-17	163373104	GCA_035043565
1	937318	Drosophila seclusa	2024-04-17	135654525	GCA_035043575
1	889776	Drosophila rellima	2024-04-17	153023203	GCA_035043635
1	46834	Drosophila quasianomalipes	2024-04-17	160037880	GCA_035043665
1	7236	Drosophila planitibia	2024-04-17	134294429	GCA_035043785
1	46821	Drosophila pullipes	2024-04-17	134422799	GCA_035043795
1	7235	Drosophila picticornis	2024-04-17	137203734	GCA_035043845
1	504590	Drosophila percnosoma	2024-04-17	138081812	GCA_035043855
1	48355	Drosophila paucipuncta	2024-04-17	149049370	GCA_035043875
1	311477	Drosophila paramelanica	2024-04-17	145052346	GCA_035043915
1	1564273	Drosophila paracracens	2024-04-17	136672539	GCA_035044025
1	48327	Drosophila ochracea	2024-04-17	136253112	GCA_035044065
1	3079918	Drosophila nr. perissopoda 5 BK-2023a	2024-04-17	137240638	GCA_035044105
1	48327	Drosophila ochracea	2024-04-17	135306341	GCA_035044125
1	3079917	Drosophila nr. perissopoda 1 BK-2023a	2024-04-17	141321204	GCA_035044165
1	3079916	Drosophila nr. medialis 3 BK-2023a	2024-04-17	136689195	GCA_035044225
1	3079914	Drosophila nr. fundita	2024-04-17	136603779	GCA_035044245
1	1564271	Drosophila nigritarsus	2024-04-17	165921041	GCA_035044305
1	3079915	Drosophila nr. medialis 2 BK-2023a	2024-04-17	137747018	GCA_035044325
1	38839	Drosophila neotestacea	2024-04-17	161337394	GCA_035044365
1	937303	Drosophila neutralis	2024-04-17	145644896	GCA_035044385
1	40370	Drosophila montana	2024-04-17	191421679	GCA_035044405
1	40370	Drosophila montana	2024-04-17	166670604	GCA_035044425
1	7229	Drosophila miranda	2024-04-17	161279621	GCA_035044445
1	348027	Drosophila meridionalis	2024-04-17	175405605	GCA_035045145
1	7253	Drosophila mercatorum	2024-04-17	156146841	GCA_035045175
1	348017	Drosophila meridiana	2024-04-17	190549424	GCA_035045185
1	387622	Drosophila maculinotata	2024-04-17	183915589	GCA_035045305
1	95452	Drosophila hamatofila	2024-04-17	172312300	GCA_035045345
1	40369	Drosophila lacicola	2024-04-17	175880786	GCA_035045355
1	209068	Drosophila leonis	2024-04-17	180780489	GCA_035045365
1	103775	Drosophila gunungcola	2024-04-17	197111161	GCA_035045485
1	30028	Drosophila gaucha	2024-04-17	171835836	GCA_035045545
1	1162220	Drosophila fulvimacula	2024-04-17	161235100	GCA_035045555
1	7279	Drosophila falleni	2024-04-17	168216161	GCA_035045575
1	157056	Drosophila formosana	2024-04-17	167892502	GCA_035045625
1	47313	Drosophila ezoana	2024-04-17	179618447	GCA_035045725
1	54075	Drosophila eohydei	2024-04-17	145685390	GCA_035045825
1	7264	Drosophila buzzatii	2024-04-17	177128120	GCA_035045845
1	72469	Drosophila austrosaltans	2024-04-17	219605415	GCA_035045865
1	40368	Drosophila borealis	2024-04-17	214703831	GCA_035045885
1	2793621	Drosophila anomelani	2024-04-17	170599764	GCA_035045905
1	60715	Drosophila atripex	2024-04-17	173038732	GCA_035045925
1	302448	Drosophila anceps	2024-04-17	158399667	GCA_035045945
1	169138	Drosophila aldrichi	2024-04-17	166411969	GCA_035045965
1	7246	Drosophila affinis	2024-04-17	183045933	GCA_035045985
1	133978	Drosophila acutilabella	2024-04-17	159932432	GCA_035046005
1	7245	Drosophila yakuba	2024-04-17	146729826	GCA_035046025
1	193234	Drosophila pseudotakahashii	2024-04-17	191280513	GCA_035046095
1	7274	Drosophila serrata	2024-04-17	174651110	GCA_035046125
1	30044	Drosophila rubida	2024-04-17	138725091	GCA_035046165
1	1162223	Drosophila pegasa	2024-04-17	157955837	GCA_035046225
1	244254	Drosophila bunnanda	2024-04-17	157914859	GCA_035046265
1	43679	Drosophila niveifrons	2024-04-17	153014204	GCA_035046325
1	46829	Drosophila birchii	2024-04-17	161855200	GCA_035046345
1	125945	Drosophila biarmipes	2024-04-17	175531965	GCA_035046375
1	2080301	Drosophila anomalata	2024-04-17	173871845	GCA_035046425
1	30049	Drosophila vallismaia	2024-04-17	171530614	GCA_035047325
1	309939	Drosophila ustulata	2024-04-17	178913920	GCA_035047365
1	141217	Drosophila tripunctata	2024-04-17	164071812	GCA_035047385
1	95456	Drosophila stalkeri	2024-04-17	162896908	GCA_035047405
1	157059	Drosophila siamana	2024-04-17	149792897	GCA_035047445
1	55950	Drosophila sordidula	2024-04-17	166348719	GCA_035047465
1	30014	Drosophila peninsularis	2024-04-17	153065336	GCA_035047485
1	133990	Drosophila parthenogenetica	2024-04-17	159568363	GCA_035047505
1	95624	Drosophila quinaria	2024-04-17	190504221	GCA_035047525
1	271083	Drosophila paranaensis	2024-04-17	162632748	GCA_035047545
1	7231	Drosophila mulleri	2024-04-17	159579146	GCA_035047565
1	154831	Drosophila monieri	2024-04-17	173474111	GCA_035047585
1	7228	Drosophila mettleri	2024-04-17	152340711	GCA_035047625
1	300357	Drosophila merina	2024-04-17	193261686	GCA_035047645
1	212811	Drosophila prolongata	2024-02-02	220759777	GCA_036346975
1	198725	Drosophila subquinaria	2024-04-17	194543196	GCA_037043405
1	198723	Drosophila suboccidentalis	2024-04-17	183326998	GCA_037043435
1	55946	Drosophila recens	2024-04-17	220825137	GCA_037043495
1	7283	Drosophila phalerata	2024-04-17	197218648	GCA_037043515
1	38840	Drosophila putrida	2024-04-17	150767917	GCA_037043535
1	48320	Drosophila neoperkinsi	2024-04-17	133869088	GCA_037043555
1	7270	Drosophila mimica	2024-04-17	142247598	GCA_037043585
1	251469	Drosophila multiciliata	2024-04-17	132170195	GCA_037043605
1	46804	Drosophila melanocephala	2024-04-17	145337310	GCA_037043625
1	198718	Drosophila histrio	2024-04-17	208528068	GCA_037043635
1	7219	Drosophila differens	2024-04-17	138701358	GCA_037043665
1	46435	Drosophila hawaiiensis	2024-04-17	135019814	GCA_037043685
1	77129	Drosophila helvetica	2024-04-17	184305484	GCA_037043705
2	28584	Drosophila suzukii	2024-12-23	142723702	GCA_037074645
1	28584	Drosophila suzukii	2024-03-08	340615484	GCA_037074645
1	1471186	Drosophila pseudotalamancana	2024-04-17	132610343	GCA_037075185
1	94111	Drosophila prostipennis	2024-04-17	194383693	GCA_037075205
1	30038	Drosophila mimetica	2024-04-17	171388152	GCA_037075245
1	271514	Drosophila nigricruria	2024-04-17	176748472	GCA_037075265
1	51159	Drosophila lutescens	2024-04-17	186162880	GCA_037075285
1	50033	Drosophila kanekoi	2024-04-17	183787676	GCA_037075305
1	7268	Drosophila mayaguana	2024-04-17	151048806	GCA_037075325
1	30043	Drosophila repleta	2024-04-17	170107541	GCA_037075345
1	30024	Drosophila emarginata	2024-04-17	168107867	GCA_037075365
1	7227	Drosophila melanogaster	2024-04-17	142078093	GCA_037075385
